   2.7719195e+03   1.2999791e+03
   2.7719220e+03   1.2999791e+03
   2.7720557e+03   1.2992447e+03
   2.7721666e+03   1.2986554e+03
   2.7722894e+03   1.2979958e+03
   2.7723850e+03   1.2974754e+03
   2.7725170e+03   1.2967728e+03
   2.7725634e+03   1.2965253e+03
   2.7727104e+03   1.2957463e+03
   2.7727586e+03   1.2954681e+03
   2.7728538e+03   1.2949590e+03
   2.7730287e+03   1.2940248e+03
   2.7730287e+03   1.2940248e+03
   2.7732115e+03   1.2930483e+03
   2.7732515e+03   1.2928410e+03
   2.7734499e+03   1.2917752e+03
   2.7734813e+03   1.2916093e+03
   2.7736142e+03   1.2909017e+03
   2.7736789e+03   1.2905647e+03
   2.7738618e+03   1.2895876e+03
   2.7739071e+03   1.2893466e+03
   2.7740504e+03   1.2886002e+03
   2.7741845e+03   1.2878723e+03
   2.7744264e+03   1.2869398e+03
   2.7744671e+03   1.2863823e+03
   2.7746273e+03   1.2855398e+03
   2.7746726e+03   1.2852966e+03
   2.7748231e+03   1.2846380e+03
   2.7749405e+03   1.2838949e+03
   2.7750671e+03   1.2832223e+03
   2.7751493e+03   1.2827854e+03
   2.7753319e+03   1.2818258e+03
   2.7754010e+03   1.2814667e+03
   2.7754984e+03   1.2809543e+03
   2.7756257e+03   1.2802906e+03
   2.7757446e+03   1.2796755e+03
   2.7758498e+03   1.2791145e+03
   2.7760121e+03   1.2782816e+03
   2.7761033e+03   1.2777915e+03
   2.7762801e+03   1.2768730e+03
   2.7763307e+03   1.2766390e+03
   2.7764444e+03   1.2760475e+03
   2.7765218e+03   1.2756143e+03
   2.7766253e+03   1.2750834e+03
   2.7767624e+03   1.2743766e+03
   2.7768817e+03   1.2737493e+03
   2.7770222e+03   1.2730220e+03
   2.7770784e+03   1.2727346e+03
   2.7772467e+03   1.2718615e+03
   2.7772781e+03   1.2716977e+03
   2.7774270e+03   1.2709352e+03
   2.7775876e+03   1.2704057e+03
   2.7775901e+03   1.2700934e+03
   2.7777297e+03   1.2693762e+03
   2.7777351e+03   1.2693427e+03
   2.7778723e+03   1.2686365e+03
   2.7778724e+03   1.2686365e+03
   2.7780024e+03   1.2679793e+03
   2.7780477e+03   1.2677395e+03
   2.7781831e+03   1.2670441e+03
   2.7781994e+03   1.2669562e+03
   2.7783281e+03   1.2663058e+03
   2.7784424e+03   1.2657264e+03
   2.7784883e+03   1.2654902e+03
   2.7786162e+03   1.2648321e+03
   2.7786906e+03   1.2644545e+03
   2.7787776e+03   1.2640088e+03
   2.7789482e+03   1.2631342e+03
   2.7789812e+03   1.2629694e+03
   2.7791442e+03   1.2621339e+03
   2.7791635e+03   1.2621217e+03
   2.7792831e+03   1.2614636e+03
   2.7794236e+03   1.2607147e+03
   2.7794729e+03   1.2604797e+03
   2.7795885e+03   1.2598868e+03
   2.7797427e+03   1.2591053e+03
   2.7798222e+03   1.2587021e+03
   2.7799104e+03   1.2582507e+03
   2.7799716e+03   1.2579399e+03
   2.7800662e+03   1.2574622e+03
   2.7802034e+03   1.2567719e+03
   2.7802185e+03   1.2566965e+03
   2.7803655e+03   1.2559529e+03
   2.7803657e+03   1.2559529e+03
   2.7805063e+03   1.2552436e+03
   2.7805394e+03   1.2550873e+03
   2.7806755e+03   1.2544024e+03
   2.7808143e+03   1.2537007e+03
   2.7809993e+03   1.2527681e+03
   2.7811887e+03   1.2518193e+03
   2.7813356e+03   1.2511218e+03
   2.7814001e+03   1.2507658e+03
   2.7814829e+03   1.2504299e+03
   2.7815309e+03   1.2501093e+03
   2.7816683e+03   1.2495094e+03
   2.7817512e+03   1.2490136e+03
   2.7818665e+03   1.2484726e+03
   2.7819146e+03   1.2481978e+03
   2.7820044e+03   1.2477599e+03
   2.7821519e+03   1.2470256e+03
   2.7822146e+03   1.2467089e+03
   2.7822890e+03   1.2463368e+03
   2.7823828e+03   1.2458740e+03
   2.7825620e+03   1.2449840e+03
   2.7826687e+03   1.2444601e+03
   2.7829029e+03   1.2433044e+03
   2.7830668e+03   1.2424953e+03
   2.7832389e+03   1.2416512e+03
   2.7832894e+03   1.2414007e+03
   2.7834635e+03   1.2405418e+03
   2.7835614e+03   1.2400671e+03
   2.7836378e+03   1.2396882e+03
   2.7836990e+03   1.2393880e+03
   2.7838384e+03   1.2386991e+03
   2.7839153e+03   1.2383469e+03
   2.7840378e+03   1.2378115e+03
   2.7841513e+03   1.2371705e+03
   2.7842421e+03   1.2367362e+03
   2.7843237e+03   1.2363310e+03
   2.7843900e+03   1.2360383e+03
   2.7844659e+03   1.2356423e+03
   2.7845265e+03   1.2353403e+03
   2.7847183e+03   1.2344092e+03
   2.7847814e+03   1.2341237e+03
   2.7849022e+03   1.2335155e+03
   2.7849742e+03   1.2331662e+03
   2.7850566e+03   1.2327638e+03
   2.7851141e+03   1.2324991e+03
   2.7853037e+03   1.2317339e+03
   2.7854919e+03   1.2306599e+03
   2.7856914e+03   1.2296893e+03
   2.7858337e+03   1.2290537e+03
   2.7859051e+03   1.2286562e+03
   2.7859704e+03   1.2283570e+03
   2.7861131e+03   1.2277008e+03
   2.7861620e+03   1.2274284e+03
   2.7862933e+03   1.2267897e+03
   2.7864345e+03   1.2261092e+03
   2.7866425e+03   1.2251412e+03
   2.7867520e+03   1.2245953e+03
   2.7869161e+03   1.2238097e+03
   2.7870309e+03   1.2233987e+03
   2.7871739e+03   1.2225753e+03
   2.7872316e+03   1.2223040e+03
   2.7873799e+03   1.2215891e+03
   2.7874905e+03   1.2210672e+03
   2.7878680e+03   1.2192652e+03
   2.7880790e+03   1.2183032e+03
   2.7881663e+03   1.2178773e+03
   2.7884197e+03   1.2166699e+03
   2.7885960e+03   1.2161518e+03
   2.7886305e+03   1.2157118e+03
   2.7887187e+03   1.2153833e+03
   2.7888152e+03   1.2147859e+03
   2.7889546e+03   1.2145241e+03
   2.7890032e+03   1.2139050e+03
   2.7891189e+03   1.2133677e+03
   2.7892365e+03   1.2128059e+03
